title,author,pg_code,author_id,book_id
Right Half Hollins,"Barbour, Ralph Henry",53986,962,26
Marjorie Dean Macy's Hamilton Colony,"Chase, Josephine",53987,3219,35
The Bride of the Sun,"Leroux, Gaston",53988,10425,4
The Double Life,"Leroux, Gaston",53989,10425,5
The Story of Paul Jones: An Historical Romance,"Lewis, Alfred Henry",53990,10474,12
Peggy O'Neal,"Lewis, Alfred Henry",53992,10474,13
At the Gate of Samaria,"Locke, William John",53993,10650,13
Stella Maris,"Locke, William John",53994,10650,14
A Study In Shadows,"Locke, William John",53995,10650,15
Where Love Is,"Locke, William John",53996,10650,16
Hills of Han: A Romantic Incident,"Merwin, Samuel",53997,11932,11
Farm Legends,"Carleton, Will",54003,2932,2
"Tattered Tom; or, The Story of a Street Arab","Alger, Horatio, Jr.",54006,258,76
"The Younger Sister: A Novel, Vol. I.","Hubback, Mrs. (Catherine-Anne Austen)",54010,8687,0
"The Younger Sister: A Novel, Vol. II.","Hubback, Mrs. (Catherine-Anne Austen)",54011,8687,1
"The Younger Sister: A Novel, Vol. III.","Hubback, Mrs. (Catherine-Anne Austen)",54012,8687,2
In Search of Treasure,"Alger, Horatio, Jr.",54016,258,77
"Two Women, 1862; a Poem","Woolson, Constance Fenimore",54017,19086,14
Farmington,"Darrow, Clarence",54018,4443,3
"Farthest North: The Life and Explorations of Lieutenant James Booth Lockwood, of the Greely Arctic Expedition","Lanman, Charles",54019,10131,6
Dorothy Dale's Promise,"Penrose, Margaret",54021,13574,18
Dorothy Dale in the West,"Penrose, Margaret",54022,13574,19
Cambridge Papers,"Ball, W. W. Rouse (Walter William Rouse)",54023,909,2
"The Writer's Desk Book: Being a Reference Volume upon Questions of Punctuation, Capitalization, Spelling, Division of Words, Indention, Spacing, Italics, Abbreviations, Accents, Numerals, Faulty Diction, Letter Writing, Postal Regulations, Etc.","Orcutt, William Dana",54025,13138,4
"Three Heroines of New England Romance: Their true stories herein set forth by Mrs Harriet Spoffard, Miss Louise Imogen Guiney, and Miss Alice Brown","Spofford, Harriet Elizabeth Prescott",54028,16326,1
"Historical Record of the Twenty-first Regiment, or the Royal North British Fusiliers: Containing an Account of the Formation of the Regiment in 1678, and of Its Subsequent Services to 1849","Cannon, Richard",54029,2900,7
"Ben o' Bill's, the Luddite: A Yorkshire Tale","Sykes, D. F. E.",54030,16892,1
The Boy Inventors' Electric Hydroaeroplane,"Bonner, Richard",54034,1901,3
"The Life and Times of Cleopatra, Queen of Egypt: A Study in the Origin of the Roman Empire","Weigall, Arthur E. P. Brome (Arthur Edward Pearse Brome)",54038,18348,2
"The Romany Rye: A sequel to ""Lavengro""","Borrow, George",54048,1933,40
"Sailor Jack, the Trader","Castlemon, Harry",54049,3055,26
"The Book of the Sailboat: How to rig, sail and handle small boats","Verrill, A. Hyatt (Alpheus Hyatt)",54051,17839,4
The Laird of Norlaw; A Scottish Story,"Oliphant, Mrs. (Margaret)",54053,13098,54
"Historical Record of the Twelfth, or the East Suffolk, Regiment of Foot: Containing an Account of the Formation of the Regiment in 1685, and of Its Subsequent Services to 1847","Cannon, Richard",54054,2900,8
"In the Clouds for Uncle Sam; or, Morey Marshall of the Signal Corps","Sayler, H. L. (Harry Lincoln)",54056,15327,3
Love Poems and Others,"Lawrence, D. H. (David Herbert)",54058,10201,20
"Northern Lands; Or, Young America in Russia and Prussia","Optic, Oliver",54059,13133,57
Beyond the Gates,"Phelps, Elizabeth Stuart",54060,13676,13
"The Mimic Stage: A Series of Dramas, Comedies, Burlesques, and Farces for Public Exhibitions and Private Theatricals","Baker, George M. (George Melville)",54063,850,16
"The Younger Sister: A Novel, Volumes 1-3","Hubback, Mrs. (Catherine-Anne Austen)",54066,8687,3
"A Colonial Reformer, Vol. 1 (of 3)","Boldrewood, Rolf",54067,1865,12
Hearts of Three,"London, Jack",54068,10685,52
The Boy Inventors' Diving Torpedo Boat,"Bonner, Richard",54069,1901,4
"Indian Biography; Vol. 2 (of 2): Or, An Historical Account of Those Individuals Who Have Been Distinguished among the North American Natives as Orators, Warriors, Statesmen, and Other Remarkable Characters","Thatcher, B. B. (Benjamin Bussey)",54072,17084,0
"Frank Reade Jr.'s Submarine Boat; or, to the North Pole Under the Ice.","Senarens, Luis",54073,15582,3
An Eye for an Eye: Big Blue Book no. B-24,"Darrow, Clarence",54074,4443,4
"Essays: Scientific, Political, & Speculative; Vol. 3 of 3: Library Edition (1891), Containing Seven Essays not before Republished, and Various other Additions.","Spencer, Herbert",54076,16294,8
Ruth Erskine's Crosses,Pansy,54078,13299,11
"Sinners and Saints: A Tour Across the States and Round Them, with Three Months Among the Mormons","Robinson, Phil",54079,14793,1
Yorktown and the Siege of 1781,"Hatch, Charles E., Jr.",54080,7838,1
The New Map of Europe (1911-1914): The Story of the Recent European Diplomatic Crises and Wars and of Europe's Present Catastrophe,"Gibbons, Herbert Adams",54082,6681,1
"List of Post Offices in Canada, with the Names of the Postmasters ... 1865",Canada. Post Office Department,54084,2885,1
All But Lost: A Novel. Vol. 1 of 3,"Henty, G. A. (George Alfred)",54091,8095,101
A Valiant Ignorance; vol. 1 of 3: A Novel in Three Volumes,"Dickens, Mary Angela",54093,4795,0
A Valiant Ignorance; vol. 2 of 3: A Novel in Three Volumes,"Dickens, Mary Angela",54094,4795,1
Olga Romanoff,"Griffith, George Chetwynd",54096,7220,7
Black is White,"McCutcheon, George Barr",54097,11681,30
The Light that Lies,"McCutcheon, George Barr",54098,11681,31
Shot With Crimson,"McCutcheon, George Barr",54099,11681,32
Wayfaring Men: A Novel,"Lyall, Edna",54100,10858,3
Cowardice Court,"McCutcheon, George Barr",54101,11681,33
The Whip Hand: A Tale of the Pine Country,"Merwin, Samuel",54102,11932,12
His Little World: The Story of Hunch Badeau,"Merwin, Samuel",54103,11932,13
The Redemption of Kenneth Galt,"Harben, Will N. (Will Nathaniel)",54104,7622,12
The Swan of Vilamorta,"Pardo Bazán, Emilia, condesa de",54105,13306,2
Neighbours on the Green,"Oliphant, Mrs. (Margaret)",54106,13098,55
"Historical Record of the Fourteenth, or, the Buckinghamshire Regiment of Foot: Containing an Account of the Formation of the Regiment in 1685, and of Its Subsequent Services to 1845","Cannon, Richard",54107,2900,9
Squire Arden; volume 1 of 3,"Oliphant, Mrs. (Margaret)",54108,13098,56
Round the Fire Stories,"Doyle, Arthur Conan",54109,5036,67
On the Iron at Big Cloud,"Packard, Frank L. (Frank Lucius)",54111,13234,11
The Story in Primary Instruction: Sixteen Stories and How to Use Them,"Allison, Samuel B. (Samuel Buell)",54114,335,1
"Tom Pinder, Foundling: A Story of the Holmfirth Flood","Sykes, D. F. E.",54121,16892,2
Squire Arden; volume 2 of 3,"Oliphant, Mrs. (Margaret)",54122,13098,57
War the Creator,"Burgess, Gelett",54124,2575,9
"Beyond the Old Frontier: Adventures of Indian-Fighters, Hunters, and Fur-Traders","Grinnell, George Bird",54125,7257,12
Wall Street stories,"Lefevre, Edwin",54130,10349,5
A Loyal Little Red-Coat: A Story of Child-life in New York a Hundred Years Ago,"Ogden, Ruth",54132,13064,3
A Little Queen of Hearts: An International Story,"Ogden, Ruth",54133,13064,4
The Senator's Bride,"Miller, Alex. McVeigh, Mrs.",54134,12013,13
"Whist; or, Bumblepuppy? Thirteen Lectures Addressed to Children","Hewby, John Petch",54135,8168,0
"Ocean Steamships: A popular account of their construction, development, management and appliances","Chadwick, French Ensor",54136,3111,0
Logic as the Science of the Pure Concept,"Croce, Benedetto",54137,4110,3
Camp Cookery. How to Live in Camp,"Parloa, Maria",54138,13357,5
The Exeter Road: the story of the west of England highway,"Harper, Charles G. (Charles George)",54140,7681,15
A Party in Mother Goose Land: A One Act Play for Primary Children,"Preston, Effa E. (Effa Estelle)",54141,14048,4
"English Lands, Letters and Kings, vol. 2: From Elizabeth to Anne","Mitchell, Donald Grant",54142,12127,2
"English Lands, Letters and Kings, vol. 4: The Later Georges to Victoria","Mitchell, Donald Grant",54143,12127,3
The Decline and Fall of Whist: An Old Fashioned View of New Fangled Play,"Hewby, John Petch",54145,8168,1
Dorothy Dale and Her Chums,"Penrose, Margaret",54147,13574,20
The Medieval Latin Hymn,"Messenger, Ruth Ellis",54150,11938,1
U.S. Copyright Renewals: Artwork 1951-1959: Catalog of Copyright Entries,Library of Congress. Copyright Office,54152,10520,70
The republic of Cicero: Translated from the Latin; and Accompanied With a Critical and Historical Introduction.,"Cicero, Marcus Tullius",54161,3336,10
The New English Canaan of Thomas Morton with Introductory Matter and Notes,"Morton, Thomas",54162,12426,1
"Ariosto, Shakespeare and Corneille","Croce, Benedetto",54165,4110,4
"English Lands, Letters and Kings, vol. 1: From Celt to Tudor","Mitchell, Donald Grant",54168,12127,4
A History of North American Birds; Land Birds; Vol. 3 of 3,"Baird, Spencer Fullerton",54169,834,0
"The cremation of the dead: considered from an aesthetic, sanitary, religious, historical, medico-legal, and economical standpoint","Erichsen, Hugo",54176,5541,1
"Leonie, the Typewriter: A Romance of Actual Life","Gilman, Wenona",54177,6778,1
"Travels to Discover the Source of the Nile, Volume 1 (of 5): In the years 1768, 1769, 1770, 1771, 1772 and 1773","Bruce, James",54180,2435,0
"Travels to Discover the Source of the Nile, Volume 2 (of 5): In the years 1768, 1769, 1770, 1771, 1772 and 1773","Bruce, James",54181,2435,1
Squire Arden; volume 3 of 3,"Oliphant, Mrs. (Margaret)",54186,13098,58
The State of Society in France Before the Revolution of 1789: And the Causes Which Led to That Event,"Tocqueville, Alexis de",54187,17293,5
"Oriental Prisons: Prisons and Crime in India, the Andaman Islands, Burmah, China, Japan, Egypt, Turkey","Griffiths, Arthur",54188,7229,17
The Spirit of the School,"Barbour, Ralph Henry",54190,962,27
"Grit; or, The Young Boatman of Pine Point","Alger, Horatio, Jr.",54195,258,78
Cambridge: A Sketch-Book,"Keesey, Walter M.",54197,9524,0
Canterbury: A Sketch Book,"Keesey, Walter M.",54198,9524,1
Florence: A Sketch-Book,"Richards, Fred",54199,14564,1
The Prisoners of Mainz,"Waugh, Alec",54203,18277,4
"The Principles of Chemistry, Volume II","Mendeleyev, Dmitry Ivanovich",54210,11881,1
"A Modern Mephistopheles, and A Whisper in the Dark","Alcott, Louisa May",54212,213,41
Military Equipment [1917],"Sears, Roebuck and Company",54213,15524,1
A Story of the Golden Age,"Baldwin, James",54214,884,10
The Life of Sophia Jex-Blake,"Travers, Graham",54215,17384,0
"The Mary Frances first aid book : $b with ready reference list of ordinary accidents and illnesses, and approved home remedies","Fryer, Jane Eayre",54216,6377,4
A Lady of England: The Life and Letters of Charlotte Maria Tucker,"Giberne, Agnes",54218,6694,0
A Little English Gallery,"Guiney, Louise Imogen",54219,7320,5
Oxford: A Sketch-Book,"Richards, Fred",54220,14564,2
"Induction Coils, How to Make, Use, and Repair Them.: Including Ruhmkorff, Tesla, and Medical Coils, Roentgen Radiography, Etc. Etc.","Norrie, H. S.",54221,12903,1
Blood and Sand,"Blasco Ibáñez, Vicente",54222,1767,13
Onesimus: Memoirs of a Disciple of St. Paul,"Abbott, Edwin Abbott",54223,17,5
Venice: A Sketch-Book,"Richards, Fred",54224,14564,3
Servetus and Calvin: A Study of an Important Epoch in the Early History of the Reformation,"Willis, Robert",54226,18815,0
The Gates Ajar,"Phelps, Elizabeth Stuart",54230,13676,14
The Intruder,"D'Annunzio, Gabriele",54236,4336,1
Mistress Nancy Molesworth: A Tale of Adventure,"Hocking, Joseph",54239,8342,11
"Practical Methods of Sewage Disposal for Residences, Hotels and Institutions","Ogden, Henry N. (Henry Neely)",54244,13062,1
Beyond These Voices,"Braddon, M. E. (Mary Elizabeth)",54247,2081,30
English Law and the Renaissance: The Rede Lecture for 1901,"Maitland, Frederic William",54251,11168,1
"Narrative of Travels in Europe, Asia, and Africa, in the Seventeenth Century, Vol. II",Evliya Çelebi,54255,5618,1
"Frank Reade Jr.'s Air Wonder, The ""Kite""; Or, A Six Weeks' Flight Over the Andes","Senarens, Luis",54256,15582,4
Chapters on Spanish Literature,"Fitzmaurice-Kelly, James",54259,5967,1
The Spiritual Guidance of Man and of Mankind,"Steiner, Rudolf",54260,16478,3
"Luck and Pluck; or, John Oakley's Inheritance","Alger, Horatio, Jr.",54265,258,79
"History of the Indians, of North and South America","Goodrich, Samuel G. (Samuel Griswold)",54266,6921,9
The Ocean of Theosophy,"Judge, William Quan",54268,9431,0
"A Letter to the Rev. William Maskell, A.M.: How far the Judicial Committee of the Privy Council commits the Church of England by its decision, even allowing it to have jurisdiction in points of doctrine","Mayow, Mayow Wynell",54269,11604,3
The Human Boy,"Phillpotts, Eden",54270,13725,13
The Triumph of Death,"D'Annunzio, Gabriele",54272,4336,2
Locked Doors,"Rinehart, Mary Roberts",54273,14671,26
"Shakespeare's Christmas, and other stories","Quiller-Couch, Arthur",54274,14219,40
The Fleets at War,"Hurd, Archibald",54275,8844,1
Froebel as a pioneer in modern psychology,"Murray, E. R. (Elsie Riach)",54277,12567,1
"A history of the Peninsular War, Vol. 2, Jan.-Sep. 1809 : $b From the battle of Corunna to the end of the Talavera campaign","Oman, Charles",54279,13119,4
The Voiage and Travayle of Sir John Maundeville Knight: Which treateth of the way towards Hierusalem and of marvayles of Inde with other ilands and countreys,"Mandeville, John, Sir",54281,11211,1
William Dampier,"Russell, William Clark",54284,15099,15
"The life and times of George Villiers, duke of Buckingham, Volume 1 (of 3): From original and authentic sources","Thomson, A. T., Mrs.",54286,17181,5
"The life and times of George Villiers, duke of Buckingham, Volume 2 (of 3): From original and authentic sources","Thomson, A. T., Mrs.",54287,17181,6
"The life and times of George Villiers, duke of Buckingham, Volume 3 (of 3): From original and authentic sources","Thomson, A. T., Mrs.",54288,17181,7
Three Days on the Ohio River,"Alcott, William A. (William Andrus)",54289,214,5
"Conscience and Sin: Daily Meditations for Lent, Including Week-days and Sundays","Baring-Gould, S. (Sabine)",54291,985,46
What Jesus Taught,"Widtsoe, Osborne J. P.",54292,18641,0
Charlie Codman's Cruise: A Story for Boys,"Alger, Horatio, Jr.",54294,258,80
U.S. Copyright Renewals: Artwork 1960-1964: Catalog of Copyright Entries,Library of Congress. Copyright Office,54299,10520,71
"John Holdsworth, Chief Mate","Russell, William Clark",54303,15099,16
Urith: A Tale of Dartmoor,"Baring-Gould, S. (Sabine)",54304,985,47
Kitty Alone: A Story of Three Fires (vol. 1 of 3),"Baring-Gould, S. (Sabine)",54310,985,48
Ampleforth College: A Sketch-Book,"Pike, Joseph",54313,13781,0
Bruges: A Sketch-Book,"Pike, Joseph",54314,13781,1
Cardiff: A Sketch-Book,"Andrews, D. S. (Douglas S.)",54315,457,0
Durham: A Sketch-Book,"Bertram, Robert J. S.",54316,1526,0
Isle of Wight: A Sketch-Book,"Woollard, Dorothy",54317,19077,0
The English Lakes: A Sketch-Book,"Home, Gordon",54318,8488,13
Newcastle-Upon-Tyne: A Sketch-Book,"Bertram, Robert J. S.",54321,1526,1
Stratford-on-Avon: A Sketch-Book,"Home, Gordon",54324,8488,14
Surrey: A Sketch-Book,"Austin, Robert",54325,706,0
Winchester: A Sketch-Book,"Home, Gordon",54327,8488,15
York: A Sketch-Book,"Home, Gordon",54328,8488,16
"The Æsculapian Labyrinth Explored; Or, Medical Mystery Illustrated","Taplin, William",54332,16957,0
Miriam: A Tale of Pole Moor and the Greenfield Hills,"Sykes, D. F. E.",54333,16892,3
Europe in the Middle Ages,"Plunket, Ierne L. (Ierne Lifford)",54334,13868,0
Bath and Wells: A Sketch-Book,"Andrews, D. S. (Douglas S.)",54336,457,1
Q-Ships and Their Story,"Chatterton, E. Keble (Edward Keble)",54338,3227,1
Bristol: A Sketch Book,"Woollard, Dorothy",54344,19077,1
"Abridgment of the Debates of Congress, from 1789 to 1856, Vol. 3 (of 16)",United States. Congress,54345,17626,3
"Jed, the Poorhouse Boy","Alger, Horatio, Jr.",54350,258,81
Harrow: A Sketch Book,"Keesey, Walter M.",54355,9524,2
Gettysburg: Stories of the Red Harvest and the Aftermath,"Singmaster, Elsie",54358,15910,6
The Silicon Jungle,"Rothman, David H.",54360,14981,0
"The Works of John Dryden, Now First Collected in Eighteen Volumes; Vol. 12","Dryden, John",54361,5091,20
The Brighton Boys in the Submarine Treasure Ship,"Driscoll, James R.",54364,5076,6
"A History of the Old English Letter Foundries: with Notes, Historical and Bibliographical, on the Rise and Progress of English Typography.","Reed, Talbot Baines",54365,14424,15
"A Colonial Reformer, Vol. 3 (of 3)","Boldrewood, Rolf",54366,1865,13
With Force and Arms: A Tale of Love and Salem Witchcraft,"Garis, Howard Roger",54371,6531,33
"The Royal Pastime of Cock-fighting: The art of breeding, feeding, fighting, and curing cocks of the game",R. H. (Robert Howlett),54372,14238,2
The state of the dead and the destiny of the wicked,"Smith, Uriah",54373,16126,2
"Red Spider, Volume 1 (of 2)","Baring-Gould, S. (Sabine)",54374,985,49
"Red Spider, Volume 2 (of 2)","Baring-Gould, S. (Sabine)",54375,985,50
Pleasant Ways in Science,"Proctor, Richard A. (Richard Anthony)",54376,14109,4
Through the Telescope,"Baikie, James",54378,798,2
"A Battle of the Books, recorded by an unknown writer for the use of authors and publishers: To the first for doctrine, to the second for reproof, to both for correction and for instruction in righteousness","Hamilton, Gail",54380,7546,2
"Nelson the Newsboy; Or, Afloat in New York","Alger, Horatio, Jr.",54389,258,82
"A Biography of the Signers of the Declaration of Independence, and of Washington and Patrick Henry: With an appendix, containing the Constitution of the United States, and other documents","Judson, L. Carroll (Levi Carroll)",54394,9435,1
Alone in West Africa,"Gaunt, Mary",54400,6588,1
A Woman In China,"Gaunt, Mary",54401,6588,2
A Broken Journey: Wanderings from the Hoang-Ho to the Island of Saghalien and the Upper Reaches of the Amur River,"Gaunt, Mary",54402,6588,3
Where the Twain Meet,"Gaunt, Mary",54403,6588,4
Mehalah: A Story of the Salt Marshes,"Baring-Gould, S. (Sabine)",54404,985,51
Motor Tours in the West Country,"Stawell, Rodolph, Mrs.",54405,16431,3
"The Religious Thought of the Greeks, from Homer to the Triumph of Christianity","Moore, Clifford Herschel",54406,12264,1
Gleanings of a Mystic: A Series of Essays on Practical Mysticism,"Heindel, Max",54407,8014,1
Bill Bolton and Hidden Danger,"Sainsbury, Noel",54413,15167,1
Courtship of Miles Standish: Minnehaha Edition,"Longfellow, Henry Wadsworth",54414,10703,13
"Military History: Lectures Delivered at Trinity College, Cambridge","Fortescue, J. W. (John William), Sir",54417,6155,2
Mr. Wycherly's Wards,"Harker, L. Allen (Lizzie Allen)",54418,7662,3
"Lotta Schmidt, and Other Stories","Trollope, Anthony",54424,17428,73
Modern Musical Drift,"Henderson, W. J. (William James)",54426,8050,3
"Isabel Clarendon, Vol. 1 (of 2)","Gissing, George",54431,6802,22
"Isabel Clarendon, Vol. 2 (of 2)","Gissing, George",54432,6802,23
The Ship of Coral,"Stacpoole, H. De Vere (Henry De Vere)",54437,16375,6
The Radio Boys Seek the Lost Atlantis,"Breckenridge, Gerald",54446,2158,5
"The Bab Ballads, with Which Are Included Songs of a Savoyard","Gilbert, W. S. (William Schwenck)",54452,6727,5
Beyond the Hills of Dream,"Campbell, Wilfred",54453,2875,0
Dirty Dustbins and Sloppy Streets: A Practical Treatise on the Scavenging and Cleansing of Cities and Towns,"Boulnois, H. Percy (Henry Percy)",54454,1968,0
"Light Science for Leisure Hours: A series of familiar essays on scientific subjects, natural phenomena, &c.","Proctor, Richard A. (Richard Anthony)",54455,14109,5
Animal Behaviour,"Morgan, C. Lloyd (Conwy Lloyd)",54462,12333,2
John Herring: A West of England Romance. Volume 1 (of 3),"Baring-Gould, S. (Sabine)",54463,985,52
John Herring: A West of England Romance. Volume 2 (of 3),"Baring-Gould, S. (Sabine)",54464,985,53
John Herring: A West of England Romance. Volume 3 (of 3),"Baring-Gould, S. (Sabine)",54465,985,54
"Letters to Madame Hanska, born Countess Rzewuska, afterwards Madame Honoré de Balzac, 1833-1846","Balzac, Honoré de",54466,919,121
Vanderdecken,"Stacpoole, H. De Vere (Henry De Vere)",54473,16375,7
New Zealand,"Horsley, Reginald",54474,8569,0
The Story of Live Dolls,"Gates, Josephine Scribner",54477,6577,0
Faery Lands of the South Seas,"Hall, James Norman",54479,7478,2
The Tell-Tale: An Original Collection of Moral and Amusing Stories,"Traill, Catharine Parr Strickland",54480,17376,6
The Rapin,"Stacpoole, H. De Vere (Henry De Vere)",54483,16375,8
"Cardinal Pole; Or, The Days of Philip and Mary: An Historical Romance","Ainsworth, William Harrison",54484,189,19
"The Secret Doctrine, Vol. 2 of 4: The Synthesis of Science, Religion, and Philosophy","Blavatsky, H. P. (Helena Petrovna)",54488,1771,3
Sweet Clover: A Romance of the White City,"Burnham, Clara Louise",54490,2617,9
"More ""Short Sixes""","Bunner, H. C. (Henry Cuyler)",54491,2556,3
Chester: A Sketch-Book,"Pike, Joseph",54492,13781,2
The Dreadnought Boys in Home Waters,"Goldfrap, John Henry",54496,6879,36
In the Strange South Seas,"Grimshaw, Beatrice",54499,7250,1
Journal of a West India Proprietor: Kept During a Residence in the Island of Jamaica,"Lewis, M. G. (Matthew Gregory)",54500,10499,1
Vacation Rambles,"Hughes, Thomas",54502,8737,7
"Life of James Buchanan, Fifteenth President of the United States. v. 2 (of 2)","Curtis, George Ticknor",54503,4278,4
Master and Maid,"Harker, L. Allen (Lizzie Allen)",54504,7662,4
Poems,"Anderson, William",54505,447,1
"The Athelings; or, the Three Gifts. Vol. 1/3","Oliphant, Mrs. (Margaret)",54510,13098,59
"The works of Richard Hurd, volume 3 (of 8)","Hurd, Richard",54514,8845,2
"Observations and Reflections Made in the Course of a Journey through France, Italy, and Germany, Vol. 2 (of 2)","Piozzi, Hester Lynch",54519,13805,3
"Tor, a Street Boy of Jerusalem","Kingsley, Florence Morse",54523,9757,6
"The works of Richard Hurd, volume 4 (of 8)","Hurd, Richard",54524,8845,3
Lincoln & other poems,"Markham, Edwin",54527,11300,0
Phoebe Daring: A Story for Young Folk,"Baum, L. Frank (Lyman Frank)",54529,1178,68
"Travels to Discover the Source of the Nile, Volume 3 (of 5): In the years 1768, 1769, 1770, 1771, 1772 and 1773","Bruce, James",54531,2435,2
"The Night-Side of Nature; Or, Ghosts and Ghost-Seers","Crowe, Catherine",54532,4170,1
"The Changed Valentines, and Other Plays for St. Valentine's Day","Guptill, Elizabeth F. (Elizabeth Frances)",54535,7339,5
Boy Scouts at Crater Lake: A Story of Crater Lake National Park and the High Cascades,"Eaton, Walter Prichard",54536,5288,3
Musical Instruments [1876],"Engel, Carl",54537,5516,2
Miss Esperance and Mr Wycherly,"Harker, L. Allen (Lizzie Allen)",54538,7662,5
"The works of Richard Hurd, volume 5 (of 8)","Hurd, Richard",54539,8845,4
Daughters of Destiny,"Baum, L. Frank (Lyman Frank)",54540,1178,69
"The works of Richard Hurd, volume 6 (of 8)","Hurd, Richard",54541,8845,5
"Liberia: Description, History, Problems","Starr, Frederick",54542,16420,4
The Silent Battle,"Gibbs, George",54544,6686,13
Young Stowaways in Space,"Elam, Richard M. (Richard Mace)",54547,5399,1
Poisonous Dwellers of the Desert,"Dodge, Natt N. (Natt Noyes)",54548,4908,1
Dutch and Flemish Furniture,"Singleton, Esther",54552,15909,1
Rough Ways Made Smooth: A series of familiar essays on scientific subjects,"Proctor, Richard A. (Richard Anthony)",54557,14109,6
The Old East Indiamen,"Chatterton, E. Keble (Edward Keble)",54561,3227,2
An Old Man's Darling,"Miller, Alex. McVeigh, Mrs.",54570,12013,14
The Chronic Loafer,"Lloyd, Nelson",54572,10633,2
Redcoat Captain: A Story of That Country,"Ollivant, Alfred",54575,13107,3
A Wedding Trip,"Pardo Bazán, Emilia, condesa de",54577,13306,3
"The Life of Captain Sir Richard F. Burton, volume 1 (of 2): By His Wife, Isabel Burton","Burton, Isabel, Lady",54578,2660,1
"The Stolen Aeroplane; or, How Bud Wilson Made Good","Sayler, H. L. (Harry Lincoln)",54579,15327,4
"The Forerunner, His Parables and Poems","Gibran, Kahlil",54580,6696,1
Brian Fitz-Count: A Story of Wallingford Castle and Dorchester Abbey,"Crake, A. D. (Augustine David)",54583,4042,5
"Adventures of an Aide-de-Camp; or, A Campaign in Calabria, Volume 1 (of 3)","Grant, James",54593,7050,2
"Adventures of an Aide-de-Camp; or, A Campaign in Calabria, Volume 2 (of 3)","Grant, James",54594,7050,3
"Adventures of an Aide-de-Camp; or, A Campaign in Calabria, Volume 3 (of 3)","Grant, James",54595,7050,4
Nelly Channell,"Doudney, Sarah",54596,4980,1
The Case for Birth Control: A Supplementary Brief and Statement of Facts,"Sanger, Margaret",54599,15252,4
Being a Boy,"Warner, Charles Dudley",54604,18156,48
The Flower Garden,"Bennett, Ida D. (Ida Dandridge)",54606,1414,0
"Historical Record of the Fifth, or Princess Charlotte of Wales's Regiment of Dragoon Guards: Containing an Account of the Formation of the Regiment in 1685; with Its Subsequent Services to 1838","Cannon, Richard",54607,2900,10
Ralph Raymond's Heir,"Alger, Horatio, Jr.",54608,258,83
"The Principles of Biology, Volume 1 (of 2)","Spencer, Herbert",54612,16294,9
The Land of Cockayne: A Novel,"Serao, Matilde",54614,15591,3
The Miracles of Antichrist: A Novel,"Lagerlöf, Selma",54615,10028,8
Æsthetic as science of expression and general linguistic,"Croce, Benedetto",54618,4110,5
Farewell Love! A Novel,"Serao, Matilde",54619,15591,4
Rude Stone Monuments in All Countries: Their Age and Uses,"Fergusson, James",54620,5800,1
Rupert's Ambition,"Alger, Horatio, Jr.",54621,258,84
The Common Objects of the Country,"Wood, J. G. (John George)",54623,19011,4
"The Scripture Club of Valley Rest; or, Sketches of Everybody's Neighbours","Habberton, John",54627,7376,10
"Frank Reade, Jr., and His Electric Ice Ship; or, Driven Adrift in the Frozen Sky.","Senarens, Luis",54629,15582,5
Camp Lenape on the Long Trail,"Saxon, Carl",54630,15322,1
100 Desert Wildflowers in Natural Color,"Dodge, Natt N. (Natt Noyes)",54631,4908,2
Boy Scout Explorers at Headless Hollow,"Palmer, Don",54632,13269,0
"The Life of Robert, Lord Clive, Vol. 2 (of 3): Collected from the Family Papers Communicated by the Earl of Powis","Malcolm, John",54633,11181,4
The Charm of Gardens,"Calthrop, Dion Clayton",54641,2812,3
Theory & History of Historiography,"Croce, Benedetto",54642,4110,6
"Pictographs of the North American Indians. A preliminary paper: Fourth Annual Report of the Bureau of Ethnology to the Secretary of the Smithsonian Institution, 1882-83, Government Printing Office, Washington, 1886, pages 3-256","Mallery, Garrick",54643,11191,1
A supplementary report on the results of a special inquiry into the practice of interment in towns.,"Chadwick, Edwin",54646,3110,0
Sam Steele's Adventures in Panama,"Baum, L. Frank (Lyman Frank)",54647,1178,70
"Frank Reade Jr. and His Engine of the Clouds: Or, Chased Around the World in the Sky","Senarens, Luis",54648,15582,6
Dorothy Dale's School Rivals,"Penrose, Margaret",54649,13574,21
Suffrage snapshots,"Harper, Ida Husted",54650,7685,2
"Picture-Writing of the American Indians: Tenth Annual Report of the Bureau of Ethnology to the Secretary of the Smithsonian Institution, 1888-89, Government Printing Office, Washington, 1893, pages 3-822","Mallery, Garrick",54653,11191,2
"The Sunken Isthmus; or, Frank Reade, Jr., in the Yucatan Channel.","Senarens, Luis",54654,15582,7
The Disagreeable Woman: A Social Mystery,"Alger, Horatio, Jr.",54660,258,85
Kitty Alone: A Story of Three Fires (vol. 2 of 3),"Baring-Gould, S. (Sabine)",54669,985,55
"Les Bijoux Indiscrets, or, The Indiscreet Toys","Diderot, Denis",54672,4813,1
Sir Harry: A Love Story,"Marshall, Archibald",54673,11341,9
White Motley: A Novel,"Pemberton, Max",54674,13546,9
Friendship Village Love Stories,"Gale, Zona",54676,6464,9
"Peacemakers—Blessed and Otherwise: Observations, Reflections and Irritations at an International Conference","Tarbell, Ida M. (Ida Minerva)",54680,16964,5
Zuñi Folk Tales,"Cushing, Frank Hamilton",54682,4303,3
